current_price,opportunity_score,label,bias,bull_score,bear_score,volatility_state,momentum_5,momentum_20,operative_read,notes
64879.76171875,85,OPORTUNIDAD ALTA,BEARISH,0,55,NORMAL,-12.033209898630588,-17.941941465397587,Sesgo bajista con precio en zona clave. No perseguir sin confirmación. Vigilar pérdida clara de la zona actual.,Precio dentro de zona clave: 61683.86 - 65667.29 | Momentum 5 días fuerte: -12.03% | Momentum 20 días fuerte: -17.94% | Volatilidad normal: todavía puede haber expansión. | Resistencia cercana: 66381.13 - 68642.46 (2.31% arriba)
