current_price,previous_close,daily_change_pct,state,attention_score,opportunity_label,notes
64879.76171875,66703.65625,-2.7343246739192053,inside_key_zone,60,ATENCIÓN MEDIA,El precio está dentro de una zona clave: 61683.86 - 65667.29 | Soporte cercano: 59043.36 - 60863.45 (6.19% debajo) | Resistencia cercana: 66381.13 - 68642.46 (2.31% arriba) | Movimiento diario moderado: -2.73%
