setup_name,setup_score,setup_state,transition_score,breakout_score,momentum_20,zone_state,notes
BREAKDOWN_CONTINUATION,100,SETUP ACTIVO,60.0,95.0,-10.037377786051325,LOWER_ZONE,Presión bajista confirmada. | Transition fuerte (60.0) | Breakout muy fuerte (95.0) | Momentum bajista fuerte (-10.04%) | Precio en LOWER_ZONE.
