current_price,breakout_score,breakout_label,breakout_direction,down_breakout_score,up_breakout_score,momentum_5,momentum_20,transition_direction,transition_score,volatility_state,operative_read,notes
64879.76171875,70.0,RIESGO DE RUPTURA MEDIO/ALTO,DOWN_BREAKOUT_RISK,70.0,35,-12.033209898630588,-17.941941465397587,BEARISH_TRANSITION,80,NORMAL,Riesgo dominante de ruptura bajista. Vigilar pérdida clara del soporte cercano y confirmación con volumen/liquidez.,Soporte con muchas reacciones históricas. | Resistencia cercana: 66381.13 - 68642.46 (2.31% arriba) | Resistencia con muchas reacciones históricas. | Momentum bajista 5 días fuerte: -12.03% | Momentum bajista 20 días fuerte: -17.94% | Transition Engine detecta transición bajista: 80/100 | Volatilidad normal: puede haber expansión.
