current_price,transition_score,transition_label,direction,bear_transition,bull_transition,nearest_zone_low,nearest_zone_high,nearest_zone_relation,nearest_zone_distance_pct,volatility_state,momentum_5,momentum_20,operative_read,notes
64879.76171875,80,TRANSICIÓN FUERTE,BEARISH_TRANSITION,60,0,61683.86,65667.29,INSIDE_ZONE,0.0,NORMAL,-12.033209898630588,-17.941941465397587,El mercado muestra transición bajista potencial. No implica entrada automática. Vigilar pérdida clara de la zona cercana y confirmación con volumen/liquidez.,Precio dentro de zona clave: 61683.86 - 65667.29 | Momentum bajista 5 días fuerte: -12.03% | Momentum bajista 20 días fuerte: -17.94% | Volatilidad normal: todavía hay espacio para expansión. | Precio dentro de zona clave con presión bajista.
