type,center,touches,first_date,last_date,score,score_final,distance_pct
support,9458.15,1,2020-06-07,2020-06-07,10,13,85.42203339001068
resistance,9906.03,1,2020-05-18,2020-05-18,10,13,84.73171026283657
support,8374.32,1,2020-05-11,2020-05-11,10,13,87.0925543217896
support,8645.02,1,2020-05-04,2020-05-04,10,13,86.67532097686231
support,6834.44,1,2020-04-21,2020-04-21,10,13,89.46599090541223
resistance,7280.52,1,2020-04-19,2020-04-19,10,13,88.7784421410784
resistance,7427.94,1,2020-04-07,2020-04-07,10,13,88.55122182445785
resistance,7088.25,1,2020-04-02,2020-04-02,10,13,89.07479033180307
support,3642.63,1,2018-12-28,2018-12-28,10,13,94.38556815946613
support,5785.0,1,2020-03-23,2020-03-23,10,13,91.08350609381452
resistance,6844.26,1,2020-03-20,2020-03-20,10,13,89.4508552148057
support,4106.98,1,2020-03-13,2020-03-13,10,13,93.66985961230327
support,33520.74,1,2021-05-30,2021-05-30,10,13,48.33405809147318
resistance,34802.74,1,2021-01-25,2021-01-25,10,13,46.358095224104154
support,22159.37,1,2020-12-21,2020-12-21,10,13,65.84548183752649
support,17619.53,1,2020-12-11,2020-12-11,10,13,72.84279483580775
resistance,19390.96,1,2020-11-25,2020-11-25,10,13,70.11246729903435
resistance,15903.44,1,2020-11-06,2020-11-06,10,13,75.48782612836882
resistance,14028.21,1,2020-10-31,2020-10-31,10,13,78.37814192226618
resistance,113996.34,1,2025-10-21,2025-10-21,10,13,75.70400534787336
support,10416.69,1,2020-10-02,2020-10-02,10,13,83.94462352504353
support,10197.87,1,2020-09-23,2020-09-23,10,13,84.28189356766262
resistance,11134.09,1,2020-09-19,2020-09-19,10,13,82.8388858019152
support,9916.49,1,2020-09-07,2020-09-07,10,13,84.71558813210905
support,5903.23,1,2020-03-30,2020-03-30,10,13,90.90127669458751
resistance,4271.79,1,2018-12-24,2018-12-24,10,13,93.41583586802005
support,3191.3,1,2018-12-15,2018-12-15,10,13,95.08120881541751
support,3280.23,1,2018-12-07,2018-12-07,10,13,94.94413987797981
resistance,12273.82,1,2019-08-06,2019-08-06,10,13,81.08220549081808
resistance,11048.66,1,2019-07-20,2019-07-20,10,13,82.97056014494119
support,9737.88,1,2019-07-02,2019-07-02,10,13,84.99088199150123
support,10491.85,1,2019-06-27,2019-06-27,10,13,83.82877846333413
resistance,13796.49,1,2019-06-26,2019-06-26,10,13,78.73529489857411
support,8172.55,1,2019-05-31,2019-05-31,10,13,87.40354498306031
resistance,9008.31,1,2019-05-30,2019-05-30,10,13,86.11537749005538
support,7038.12,1,2019-05-17,2019-05-17,10,13,89.15205633690542
support,5177.37,1,2019-04-26,2019-04-26,10,13,92.02005392306525
resistance,5642.04,1,2019-04-24,2019-04-24,10,13,91.30385215584188
support,4955.85,1,2019-04-12,2019-04-12,10,13,92.36148550994481
resistance,5421.65,1,2019-04-10,2019-04-10,10,13,91.6435420593828
support,7830.76,1,2019-09-30,2019-09-30,10,13,87.93035024705256
support,3934.03,1,2019-03-25,2019-03-25,10,13,93.93642964187539
support,3863.56,1,2019-03-12,2019-03-12,10,13,94.04504594707313
resistance,3987.24,1,2019-03-09,2019-03-09,10,13,93.85441639369077
support,9507.64,1,2020-02-17,2020-02-17,10,13,85.34575382502935
resistance,10457.63,1,2020-02-13,2020-02-13,10,13,83.8815221835536
support,8266.84,1,2020-01-24,2020-01-24,10,13,87.25821460960928
support,7726.77,1,2020-01-10,2020-01-10,10,13,88.09063135358743
support,6915.0,1,2020-01-03,2020-01-03,10,13,89.34182275518192
resistance,7656.18,1,2019-12-23,2019-12-23,10,13,88.19943261630785
resistance,7836.1,1,2019-11-30,2019-11-30,10,13,87.92211963729301
support,6617.17,1,2019-11-25,2019-11-25,10,13,89.8008719133633
resistance,10021.74,1,2019-10-26,2019-10-26,10,13,84.55336497158596
support,7446.99,1,2019-10-24,2019-10-24,10,13,88.52185981773135
resistance,8721.78,1,2019-10-11,2019-10-11,10,13,86.55700981485042
resistance,8497.69,1,2019-10-01,2019-10-01,10,13,86.90240257534083
resistance,5307.0,1,2019-04-03,2019-04-03,10,13,91.820253559183
