current_price,opportunity_score,label,bias,bull_score,bear_score,volatility_state,momentum_5,momentum_20,operative_read,notes
71319.7734375,55,OPORTUNIDAD MEDIA,BEARISH,15,55,NORMAL,-3.014529657284605,-10.037377786051323,Contexto mixto. Esperar ruptura o rechazo claro antes de asumir riesgo.,Momentum 20 días fuerte: -10.04% | Volatilidad normal: todavía puede haber expansión. | Soporte cercano: 68507.26 - 70768.59 (0.77% debajo) | Resistencia cercana: 71891.94 - 74345.96 (0.80% arriba)
