Date,Open,High,Low,Close
2017-01-01,963.6580200195312,1003.0800170898438,958.698974609375,998.3250122070312
2017-01-08,998.6170043945312,1191.0999755859375,823.5560302734375,911.198974609375
2017-01-15,913.2440185546876,919.447998046875,755.7559814453125,821.7979736328125
2017-01-22,821.7830200195312,937.5250244140624,820.27099609375,924.6729736328124
2017-01-29,925.4990234375,928.2659912109376,891.68701171875,919.4959716796876
2017-02-05,920.1510009765624,1045.9000244140625,919.4739990234376,1027.3399658203125
2017-02-12,1028.4000244140625,1088.989990234375,946.6909790039062,999.1810302734376
2017-02-19,998.885009765625,1061.0999755859375,976.0020141601562,1047.8699951171875
2017-02-26,1048.68994140625,1200.3900146484375,1041.68994140625,1165.199951171875
2017-03-05,1163.780029296875,1280.31005859375,1163.3800048828125,1267.1199951171875
2017-03-12,1267.469970703125,1276.0,1077.25,1221.3800048828125
2017-03-19,1221.780029296875,1257.97998046875,957.655029296875,1036.739990234375
2017-03-26,1037.239990234375,1122.4300537109375,903.7130126953124,966.7249755859376
2017-04-02,972.0549926757812,1107.5899658203125,971.9840087890624,1102.1700439453125
2017-04-09,1102.949951171875,1197.2099609375,1102.949951171875,1187.8699951171875
2017-04-16,1187.300048828125,1208.0699462890625,1156.43994140625,1182.93994140625
2017-04-23,1183.25,1240.7900390625,1172.6500244140625,1207.2099609375
2017-04-30,1209.6300048828125,1347.9100341796875,1209.6300048828125,1347.8900146484375
2017-05-07,1348.300048828125,1618.030029296875,1348.300048828125,1596.7099609375
2017-05-14,1596.9200439453125,1873.9300537109373,1596.9200439453125,1808.9100341796875
2017-05-21,1808.43994140625,2119.080078125,1661.9100341796875,2041.199951171875
2017-05-28,2043.18994140625,2763.7099609375,1855.8299560546875,2155.800048828125
2017-06-04,2159.429931640625,2585.889892578125,2107.169921875,2511.81005859375
2017-06-11,2512.39990234375,2999.909912109375,2510.219970703125,2958.110107421875
2017-06-18,2953.219970703125,2997.260009765625,2212.9599609375,2548.2900390625
2017-06-25,2549.030029296875,2772.010009765625,2549.030029296875,2589.409912109375
2017-07-02,2590.570068359375,2615.25,2332.989990234375,2506.469970703125
2017-07-09,2498.56005859375,2916.139892578125,2480.469970703125,2518.43994140625
2017-07-16,2525.25,2537.159912109375,1843.030029296875,1929.8199462890625
2017-07-23,1932.6199951171875,2900.699951171875,1932.6199951171875,2730.39990234375
2017-07-30,2732.699951171875,2897.449951171875,2450.800048828125,2757.179931640625
2017-08-06,2763.239990234375,3293.2900390625,2668.590087890625,3213.93994140625
2017-08-13,3212.780029296875,4208.39013671875,3180.889892578125,4073.260009765625
2017-08-20,4066.10009765625,4484.7001953125,3906.179931640625,4087.659912109375
2017-08-27,4090.47998046875,4455.7001953125,3674.580078125,4382.8798828125
2017-09-03,4384.4501953125,4975.0400390625,4224.64013671875,4582.9599609375
2017-09-10,4591.6298828125,4661.0,3951.0400390625,4122.93994140625
2017-09-17,4122.47021484375,4344.64990234375,2946.6201171875,3582.8798828125
2017-09-24,3591.090087890625,4094.070068359375,3553.530029296875,3682.840087890625
2017-10-01,3681.580078125,4403.740234375,3681.580078125,4403.740234375
2017-10-08,4395.81005859375,4624.14013671875,4164.0498046875,4610.47998046875
2017-10-15,4614.52001953125,5852.47998046875,4564.25,5678.18994140625
2017-10-22,5687.56982421875,6194.8798828125,5151.43994140625,6008.419921875
2017-10-29,6006.0,6255.7099609375,5397.8798828125,6153.85009765625
2017-11-05,6114.85009765625,7617.47998046875,6040.85009765625,7407.41015625
2017-11-12,7403.22021484375,7776.419921875,5519.009765625,5950.06982421875
2017-11-19,5938.25,8101.91015625,5844.2900390625,8036.490234375
2017-11-26,8039.06982421875,9522.9296875,7762.7099609375,9330.5498046875
2017-12-03,9352.7197265625,11858.7001953125,9202.0498046875,11323.2001953125
2017-12-10,11315.400390625,18353.400390625,11081.7998046875,15455.400390625
2017-12-17,15427.400390625,20089.0,15404.7998046875,19140.80078125
2017-12-24,19106.400390625,19371.0,11833.0,13925.7998046875
2017-12-31,13995.900390625,16930.900390625,12350.099609375,14156.400390625
2018-01-07,14112.2001953125,17712.400390625,13154.7001953125,16477.599609375
2018-01-14,16476.19921875,16537.900390625,13105.900390625,13772.0
2018-01-21,13767.2998046875,14445.5,9402.2900390625,11600.099609375
2018-01-28,11633.099609375,12040.2998046875,10129.7001953125,11786.2998046875
2018-02-04,11755.5,11875.599609375,7796.490234375,8277.009765625
2018-02-11,8270.5400390625,9122.5498046875,6048.259765625,8129.97021484375
2018-02-18,8141.43017578125,11349.7998046875,8141.43017578125,10551.7998046875
2018-02-25,10552.599609375,11958.5,9407.0595703125,9664.73046875
2018-03-04,9669.4296875,11528.2001953125,9501.73046875,11512.599609375
2018-03-11,11532.400390625,11704.099609375,8513.0302734375,9578.6298828125
2018-03-18,9602.9296875,9937.5,7397.990234375,8223.6796875
2018-03-25,8344.1201171875,9177.3701171875,8182.39990234375,8495.7802734375
2018-04-01,8498.4697265625,8530.080078125,6526.8701171875,6844.22998046875
2018-04-08,6844.85986328125,7530.93994140625,6575.0,7023.52001953125
2018-04-15,7044.31982421875,8338.419921875,6661.990234375,8329.1103515625
2018-04-22,8337.5703125,9001.6396484375,7881.72021484375,8802.4599609375
2018-04-29,8794.3896484375,9745.3203125,8727.08984375,9419.080078125
2018-05-06,9426.1103515625,9964.5,8891.0498046875,9654.7998046875
2018-05-13,9645.669921875,9665.849609375,8223.5,8723.9404296875
2018-05-20,8713.099609375,8881.1201171875,7974.81982421875,8513.25
2018-05-27,8522.330078125,8557.51953125,7270.9599609375,7368.22021484375
2018-06-03,7371.31005859375,7754.89013671875,7090.68017578125,7720.25
2018-06-10,7722.52978515625,7753.81982421875,6709.06982421875,6786.02001953125
2018-06-17,6799.2900390625,6910.18017578125,6285.6298828125,6499.27001953125
2018-06-24,6510.06982421875,6822.5,5826.41015625,6173.22998046875
2018-07-01,6171.97021484375,6465.509765625,5835.75,6385.81982421875
2018-07-08,6380.3798828125,6885.91015625,6305.7001953125,6773.8798828125
2018-07-15,6775.080078125,6838.68017578125,6136.419921875,6359.64013671875
2018-07-22,6357.009765625,7594.669921875,6357.009765625,7418.490234375
2018-07-29,7414.7099609375,8424.26953125,7409.10009765625,8218.4599609375
2018-08-05,8221.580078125,8235.5,6940.7001953125,7068.47998046875
2018-08-12,7062.93994140625,7166.5498046875,6109.02978515625,6322.68994140625
2018-08-19,6341.35986328125,6617.35009765625,5971.0498046875,6506.06982421875
2018-08-26,6500.509765625,6816.7900390625,6297.93017578125,6707.259765625
2018-09-02,6710.7998046875,7306.31005859375,6689.7099609375,7272.72021484375
2018-09-09,7279.02978515625,7388.43017578125,6197.52001953125,6300.85986328125
2018-09-16,6301.56982421875,6596.10009765625,6260.2099609375,6517.18017578125
2018-09-23,6514.06005859375,6814.56005859375,6208.33984375,6710.6298828125
2018-09-30,6704.77001953125,6785.02978515625,6381.85986328125,6625.56005859375
2018-10-07,6619.85009765625,6653.2998046875,6454.02978515625,6602.9501953125
2018-10-14,6600.18994140625,6675.06005859375,6236.47021484375,6290.93017578125
2018-10-21,6292.64013671875,6965.06005859375,6258.68017578125,6482.35009765625
2018-10-28,6486.0498046875,6543.7998046875,6447.02978515625,6486.39013671875
2018-11-04,6492.35009765625,6547.14013671875,6294.56982421875,6376.1298828125
2018-11-11,6363.6201171875,6552.16015625,6350.169921875,6411.27001953125
2018-11-18,6411.759765625,6434.2099609375,5358.3798828125,5623.5400390625
2018-11-25,5620.77978515625,5620.77978515625,3585.06005859375,4009.969970703125
2018-12-02,4015.070068359375,4413.0205078125,3643.919921875,4139.8779296875
2018-12-09,4147.32373046875,4155.9794921875,3280.228759765625,3614.234375
2018-12-16,3612.04638671875,3647.33251953125,3191.303466796875,3252.839111328125
2018-12-23,3253.123046875,4198.4296875,3253.123046875,3998.980224609375
2018-12-30,4000.331787109375,4271.79248046875,3642.632080078125,3865.95263671875
2019-01-06,3866.839111328125,4093.29736328125,3707.231201171875,4076.632568359375
2019-01-13,4078.5849609375,4109.02099609375,3544.92724609375,3552.953125
2019-01-20,3557.31103515625,3758.533447265625,3552.28515625,3601.013671875
2019-01-27,3600.372802734375,3654.93310546875,3539.721435546875,3583.9658203125
2019-02-03,3584.283203125,3586.7509765625,3400.81982421875,3464.013427734375
2019-02-10,3467.211669921875,3695.614013671875,3391.023681640625,3690.188232421875
2019-02-17,3695.613037109375,3695.613037109375,3607.69775390625,3673.836181640625
2019-02-24,3671.369873046875,4210.6416015625,3669.982421875,3810.427490234375
2019-03-03,3807.00244140625,3913.707275390625,3787.058837890625,3847.17578125
2019-03-10,3845.091552734375,3987.23779296875,3733.749755859375,3951.599853515625
2019-03-17,3953.740234375,4077.036376953125,3863.55908203125,4025.22900390625
2019-03-24,4029.968505859375,4097.35986328125,4005.1513671875,4022.168212890625
2019-03-31,4024.11279296875,4296.806640625,3934.03125,4105.404296875
2019-04-07,4105.3623046875,5307.00341796875,4096.9013671875,5198.89697265625
2019-04-14,5199.83544921875,5421.6513671875,4955.8525390625,5167.72216796875
2019-04-21,5167.32177734375,5359.9248046875,5024.0693359375,5314.53125
2019-04-28,5312.49462890625,5642.04443359375,5177.36865234375,5285.13916015625
2019-05-05,5284.8583984375,5886.8935546875,5216.48779296875,5795.70849609375
2019-05-12,5791.693359375,7503.8720703125,5653.6875,6972.37158203125
2019-05-19,6971.17822265625,8320.82421875,6898.2822265625,8197.689453125
2019-05-26,8196.923828125,8687.5205078125,7533.19677734375,8673.2158203125
2019-06-02,8674.072265625,9008.314453125,8172.55078125,8742.9580078125
2019-06-09,8741.7470703125,8743.5,7564.48876953125,7688.0771484375
2019-06-16,7692.28466796875,9335.8671875,7586.73095703125,8994.48828125
2019-06-23,8988.923828125,11246.14453125,8988.923828125,10855.37109375
2019-06-30,10853.744140625,13796.4892578125,10491.8525390625,10817.1552734375
2019-07-07,10796.9306640625,12006.0751953125,9737.884765625,11450.8466796875
2019-07-14,11446.5966796875,13129.529296875,10234.576171875,10256.05859375
2019-07-21,10257.8388671875,11052.7666015625,9163.134765625,10599.10546875
2019-07-28,10596.9482421875,10651.791015625,9252.296875,9552.8603515625
2019-08-04,9548.1787109375,11009.20703125,9437.3359375,10970.1845703125
2019-08-11,10960.7353515625,12273.8212890625,10960.7353515625,11523.5791015625
2019-08-18,11528.189453125,11528.189453125,9675.31640625,10345.810546875
