current_price,breakout_score,breakout_label,breakout_direction,down_breakout_score,up_breakout_score,momentum_5,momentum_20,transition_direction,transition_score,volatility_state,operative_read,notes
71319.7734375,95.0,RIESGO DE RUPTURA ALTO,DOWN_BREAKOUT_RISK,95.0,45,-3.014529657284605,-10.037377786051323,BEARISH_TRANSITION,60,NORMAL,Riesgo dominante de ruptura bajista. Vigilar pérdida clara del soporte cercano y confirmación con volumen/liquidez.,Soporte muy cercano: 68507.26 - 70768.59 (0.77% debajo) | Soporte con score alto. | Soporte con muchas reacciones históricas. | Resistencia muy cercana: 71891.94 - 74345.96 (0.80% arriba) | Resistencia con muchas reacciones históricas. | Momentum bajista 20 días fuerte: -10.04% | Transition Engine detecta transición bajista: 60/100 | Volatilidad normal: puede haber expansión.
