current_price,previous_close,daily_change_pct,state,attention_score,opportunity_label,notes
71319.7734375,73579.6875,-3.0713830668280564,neutral,25,BAJA ATENCIÓN,El precio no está dentro de una zona clave. | Soporte cercano: 68507.26 - 70768.59 (0.77% debajo) | Resistencia cercana: 71891.94 - 74345.96 (0.80% arriba) | Movimiento diario fuerte: -3.07%
