type,center,touches,first_date,last_date,score,score_final,distance_pct
resistance,28089.34,1,2023-08-29,2023-08-29,10,13,60.61493377483082
resistance,26414.01,1,2023-09-08,2023-09-08,10,13,62.96397376647934
support,24930.3,1,2023-09-11,2023-09-11,10,13,65.04433651650999
resistance,28252.54,1,2023-10-06,2023-10-06,10,13,60.38610522962655
resistance,29448.14,1,2023-10-16,2023-10-16,10,13,58.70971179429443
resistance,35150.43,1,2023-10-24,2023-10-24,10,13,50.714327449730966
support,34948.5,1,2023-11-14,2023-11-14,10,13,50.99746071035043
support,35670.97,1,2023-11-22,2023-11-22,10,13,49.98445973575657
support,36750.13,1,2023-11-27,2023-11-27,10,13,48.47133098059346
support,40234.58,1,2023-12-11,2023-12-11,10,13,43.58565926284249
support,40530.26,1,2023-12-18,2023-12-18,10,13,43.17107578094303
support,41424.06,1,2023-12-29,2023-12-29,10,13,41.91784689795553
support,42264.82,1,2024-02-05,2024-02-05,10,13,40.7389872921594
resistance,1088.99,1,2017-02-09,2017-02-09,10,13,98.47308825096826
support,946.69,1,2017-02-10,2017-02-10,10,13,98.67261216017515
resistance,1200.39,1,2017-02-24,2017-02-24,10,13,98.31689033469527
resistance,1280.31,1,2017-03-03,2017-03-03,10,13,98.20483165005848
support,1077.25,1,2017-03-10,2017-03-10,10,13,98.48954932401176
resistance,1257.98,1,2017-03-16,2017-03-16,10,13,98.23614134009777
resistance,4344.65,1,2017-09-12,2017-09-12,10,13,93.9082111585683
support,2946.62,1,2017-09-15,2017-09-15,10,13,95.8684389223667
support,4164.05,1,2017-10-05,2017-10-05,10,13,94.1614368648421
resistance,5852.48,1,2017-10-15,2017-10-15,10,13,91.79402889560673
support,5151.44,1,2017-10-18,2017-10-18,10,13,92.77698210228557
resistance,6194.88,1,2017-10-21,2017-10-21,10,13,91.31393763409977
support,5397.88,1,2017-10-25,2017-10-25,10,13,92.4314397819416
support,5519.01,1,2017-11-12,2017-11-12,10,13,92.26159908536937
resistance,11517.4,1,2017-11-29,2017-11-29,10,13,83.85104236191509
support,13226.6,1,2017-12-10,2017-12-10,10,13,81.45451203432253
resistance,20089.0,1,2017-12-17,2017-12-17,10,13,71.8324960501947
support,11833.0,1,2017-12-22,2017-12-22,10,13,83.40852833699806
support,12350.1,1,2017-12-30,2017-12-30,10,13,82.68348396980983
resistance,17712.4,1,2018-01-06,2018-01-06,10,13,75.16481173973163
support,13105.9,1,2018-01-11,2018-01-11,10,13,81.6237498125465
support,10129.7,1,2018-01-23,2018-01-23,10,13,85.79678606399807
support,957.66,1,2017-03-18,2017-03-18,10,13,98.65723073161577
resistance,1122.43,1,2017-03-21,2017-03-21,10,13,98.4262008333725
support,903.71,1,2017-03-25,2017-03-25,10,13,98.73287595228838
resistance,1208.07,1,2017-04-11,2017-04-11,10,13,98.306121932568
support,1156.44,1,2017-04-13,2017-04-13,10,13,98.37851419843133
resistance,1240.79,1,2017-04-20,2017-04-20,10,13,98.26024405267168
support,1203.94,1,2017-04-23,2017-04-23,10,13,98.31191275298279
resistance,1873.93,1,2017-05-11,2017-05-11,10,13,97.3724958595919
support,1651.08,1,2017-05-13,2017-05-13,10,13,97.68496179892256
support,1661.91,1,2017-05-17,2017-05-17,10,13,97.6697766693603
resistance,1191.1,1,2017-01-05,2017-01-05,10,13,98.3299161752893
support,823.56,1,2017-01-07,2017-01-07,10,13,98.84525712813472
support,755.76,1,2017-01-12,2017-01-12,10,13,98.94032192816444
resistance,937.53,1,2017-01-22,2017-01-22,10,13,98.68545572312904
support,891.69,1,2017-01-25,2017-01-25,10,13,98.7497296233261
support,115765.69,1,2025-07-15,2025-07-15,10,13,62.319206049426825
support,111943.8,1,2025-08-03,2025-08-03,10,13,56.96039766320942
resistance,124457.12,1,2025-08-14,2025-08-14,10,13,74.50577028131771
resistance,113357.49,1,2025-09-05,2025-09-05,10,13,58.94258287197045
support,108713.4,1,2025-09-25,2025-09-25,10,13,52.43093851843113
resistance,126198.07,1,2025-10-06,2025-10-06,10,13,76.94681841718379
support,104582.41,1,2025-10-10,2025-10-10,10,13,46.63872998930543
support,103598.43,1,2025-10-17,2025-10-17,10,13,45.25905650946424
resistance,113996.34,1,2025-10-21,2025-10-21,10,13,59.838337259860985
