Date,Open,High,Low,Close,Volume,PP,R1,S1,R2,S2,R3,S3
2017-01-12,775.177978515625,826.2459716796875,755.7559814453125,804.833984375,222326000,819.9900105794271,877.2150065104167,720.5320231119792,976.6729939778646,663.3070271809896,1033.8979899088542,563.8490397135417
2017-01-13,803.7369995117188,829.0009765625,780.0029907226562,823.9840087890625,168968000,795.6119791666666,835.4679768880208,764.9779866536458,866.1019694010416,725.1219889322916,905.9579671223958,694.4879964192708
2017-01-14,825.1420288085938,835.0850219726562,812.4559936523438,818.4119873046875,93063296,810.9959920247396,841.988993326823,792.9910074869792,859.9939778645834,761.9980061848959,890.9869791666667,743.9930216471355
2017-01-15,818.1420288085938,823.3070068359375,812.8709716796875,821.7979736328125,71013600,821.9843343098959,831.512674967448,808.8836466471355,844.6133626302084,799.3553059895834,854.1417032877605,786.254618326823
2017-01-16,821.7830200195312,834.530029296875,820.27099609375,831.5339965820312,82755200,819.3253173828125,825.7796630859375,815.3436279296875,829.7613525390625,808.8892822265625,836.2156982421875,804.9075927734375
2017-01-17,830.9459838867188,910.5609741210938,830.7960205078125,907.93798828125,155095008,828.7783406575521,837.2856852213542,823.0266520182292,843.0373738606771,814.5193074544271,851.5447184244792,808.7676188151042
2017-01-18,909.3729858398438,917.4990234375,858.3040161132812,886.6179809570312,225676992,883.0983276367188,935.400634765625,855.6356811523438,962.86328125,803.3333740234375,1015.1655883789062,775.8707275390625
2017-01-19,888.3350219726562,904.614013671875,884.3380126953125,899.072998046875,105625000,887.4736735026041,916.643330891927,857.4483235677083,946.6686808268229,828.2786661783854,975.8383382161458,798.2533162434895
2017-01-20,898.1719970703125,899.3980102539062,887.0079956054688,895.0260009765625,86728400,896.0083414713541,907.6786702473958,887.4026692708333,916.2843424479166,875.7323404947916,927.9546712239583,867.1266682942708
2017-01-21,895.5490112304688,927.3670043945312,895.5349731445312,921.7890014648438,111158000,893.8106689453125,900.6133422851562,888.2233276367188,906.20068359375,881.420654296875,913.0033569335938,875.8333129882812
2017-01-22,922.2050170898438,937.5250244140624,897.5640258789062,924.6729736328124,116573000,914.8969930013021,934.259012858073,902.426981608073,946.7290242513021,883.0649617513021,966.091044108073,870.594950358073
2017-01-23,925.4990234375,928.2659912109376,916.7379760742188,921.0120239257812,73588600,919.9206746419271,942.277323404948,902.3163248697919,959.8816731770833,879.959676106771,982.2383219401041,862.3553263346357
2017-01-24,910.677001953125,924.14501953125,892.2860107421875,892.68701171875,111349000,922.0053304036459,927.272684733073,915.7446695963541,933.5333455403647,910.477315266927,938.8006998697919,904.2166544596353
2017-01-25,891.9240112304688,903.2520141601562,891.68701171875,901.5419921875,120831000,903.0393473307291,913.7926839192708,881.9336751302083,934.8983561197916,871.1803385416666,945.6516927083333,850.0746663411458
2017-01-26,902.39501953125,919.3259887695312,902.2239990234376,917.5859985351562,131958000,898.8270060221354,905.9670003255208,894.4019978841145,910.3920084635416,887.2620035807291,917.532002766927,882.8369954427083
2017-01-27,918.3590087890624,923.2230224609376,915.8460083007812,919.75,125594000,913.0453287760416,923.8666585286456,906.764668782552,930.1473185221353,895.943339029948,940.9686482747393,889.6626790364584
2017-01-28,919.8109741210938,923.9110107421876,919.8109741210938,921.5900268554688,68979600,919.6063435872396,923.366678873698,915.9896647135416,926.983357747396,912.2293294270833,930.7436930338544,908.6126505533853
2017-01-29,922.0670166015624,923.4180297851562,919.1480102539062,919.4959716796876,60851700,921.7706705729166,923.7303670247395,919.6303304036456,925.8707071940105,917.6706339518228,927.8304036458334,915.5302937825518
2017-01-30,920.1510009765624,923.0479736328124,919.4739990234376,920.3820190429688,78227296,920.6873372395834,922.2266642252605,917.9566446940105,924.9573567708334,916.4173177083334,926.4966837565105,913.6866251627605
2017-01-31,920.958984375,972.0189819335938,920.958984375,970.4030151367188,164582000,920.9679972330729,922.4619954427081,918.8880208333334,924.5419718424477,917.3940226236981,926.0359700520829,915.3140462239586
2017-02-01,970.9409790039062,989.114013671875,970.7420043945312,989.0230102539062,150110000,954.4603271484375,987.961669921875,936.9016723632812,1005.5203247070312,903.4003295898438,1039.0216674804688,885.8416748046875
2017-02-02,990.0009765625,1013.52001953125,983.2210083007812,1011.7999877929688,145820992,982.9596761067709,995.1773478190105,976.8053385416667,1001.3316853841146,964.5876668294271,1013.5493570963542,958.433329264323
2017-02-03,1011.4600219726562,1033.8699951171875,1008.7899780273438,1029.9100341796875,201278000,1002.8470052083334,1022.4730021158855,992.1739908854167,1033.1460164388022,972.5479939778646,1052.7720133463542,961.874979654948
2017-02-04,1031.3299560546875,1045.9000244140625,1015.1599731445312,1042.9000244140625,155064000,1024.1900024414062,1039.5900268554688,1014.510009765625,1049.27001953125,999.1099853515625,1064.6700439453125,989.4299926757812
2017-02-05,1043.52001953125,1043.6300048828125,1022.3699951171876,1027.3399658203125,114208000,1034.653340657552,1054.1467081705728,1023.4066569010415,1065.3933919270833,1003.9132893880208,1084.886759440104,992.6666056315103
2017-02-06,1028.4000244140625,1044.6400146484375,1028.1600341796875,1038.1500244140625,111762000,1031.1133219401042,1039.856648763021,1018.596638997396,1052.373331705729,1009.8533121744794,1061.1166585286458,997.3366292317711
2017-02-07,1040.1400146484375,1061.9300537109375,1040.1400146484375,1061.3499755859375,146007008,1036.9833577473958,1045.806681315104,1029.326700846354,1053.4633382161458,1020.5033772786458,1062.286661783854,1012.846720377604
2017-02-08,1062.3199462890625,1078.969970703125,1037.489990234375,1063.0699462890625,201855008,1054.4733479817708,1068.806681315104,1047.016642252604,1076.2633870442708,1032.6833089192708,1090.596720377604,1025.226603190104
2017-02-09,1064.699951171875,1088.989990234375,953.343994140625,994.3829956054688,407220000,1059.8433024088542,1082.1966145833335,1040.7166341145835,1101.3232828776042,1018.3633219401042,1123.6765950520835,999.2366536458335
2017-02-10,995.6320190429688,998.905029296875,946.6909790039062,988.6740112304688,190452000,1012.2389933268229,1071.1339925130208,935.4879964192708,1147.8849894205728,876.5929972330729,1206.7799886067708,799.8420003255208
2017-02-11,988.8980102539062,1009.2899780273438,982.8300170898438,1004.4500122070312,102261000,978.0900065104166,1009.489034016927,957.2749837239583,1030.3040568033853,925.8759562174479,1061.7030843098958,905.0609334309895
2017-02-12,1003.52001953125,1004.760009765625,996.9210205078124,999.1810302734376,67530000,998.8566691080729,1014.883321126302,988.423360188802,1025.3166300455728,972.3967081705729,1041.343282063802,961.963399251302
2017-02-13,998.885009765625,1002.0999755859376,976.0020141601562,990.6420288085938,100607000,1000.287353515625,1003.6536865234376,995.814697265625,1008.1263427734376,992.4483642578124,1011.4926757812502,987.9757080078124
2017-02-14,991.7349853515624,1011.510009765625,986.4710083007812,1004.5499877929688,137946000,989.5813395182291,1003.160664876302,977.0627034505206,1015.6793009440105,963.4833780924478,1029.2586263020835,950.9647420247393
2017-02-15,1006.2100219726562,1008.8400268554688,1001.5800170898438,1007.47998046875,89759400,1000.8436686197916,1015.216328938802,990.1773274739583,1025.8826700846353,975.8046671549479,1040.2553304036458,965.1383260091145
2017-02-16,1007.6500244140624,1033.3699951171875,1007.6500244140624,1027.43994140625,122277000,1005.9666748046875,1010.3533325195312,1003.0933227539062,1013.2266845703125,998.7066650390625,1017.6133422851562,995.8333129882812
2017-02-17,1026.1199951171875,1053.1700439453125,1025.6400146484375,1046.2099609375,136474000,1022.8199869791666,1037.989949544271,1012.2699788411458,1048.5399576822917,997.1000162760415,1063.709920247396,986.5500081380206
2017-02-18,1049.2099609375,1061.0999755859375,1046.9599609375,1054.4200439453125,99073504,1041.67333984375,1057.7066650390625,1030.1766357421875,1069.203369140625,1014.143310546875,1085.2366943359375,1002.6466064453125
2017-02-19,1054.760009765625,1056.81005859375,1043.4599609375,1047.8699951171875,77423296,1054.1599934895833,1061.3600260416665,1047.220011393229,1068.3000081380208,1040.0199788411458,1075.500040690104,1033.0799967447915
2017-02-20,1048.68994140625,1080.489990234375,1041.68994140625,1079.97998046875,109478000,1049.3800048828125,1055.300048828125,1041.949951171875,1062.7301025390625,1036.0299072265625,1068.650146484375,1028.599853515625
2017-02-21,1079.280029296875,1117.25,1076.9300537109375,1115.300048828125,186868992,1067.3866373697917,1093.0833333333335,1054.2832845052085,1106.1866861979167,1028.5865885416667,1131.8833821614585,1015.4832356770835
2017-02-22,1114.800048828125,1125.3900146484375,1100.550048828125,1117.43994140625,136100000,1103.1600341796875,1129.3900146484375,1089.070068359375,1143.47998046875,1062.840087890625,1169.7099609375,1048.7501220703125
2017-02-23,1117.27001953125,1176.6199951171875,1116.9599609375,1166.719970703125,189454000,1114.4600016276042,1128.3699544270835,1103.529988606771,1139.2999674479167,1089.6200358072917,1153.209920247396,1078.6900227864585
2017-02-24,1172.7099609375,1200.3900146484375,1131.9599609375,1173.6800537109375,330759008,1153.4333089192708,1189.9066569010415,1130.246622721354,1213.0933430989583,1093.7732747395833,1249.566691080729,1070.5865885416665
2017-02-25,1170.4100341796875,1174.8499755859375,1124.5899658203125,1143.8399658203125,139960992,1168.6766764322917,1205.3933919270835,1136.963338216146,1237.1067301432292,1100.2466227213542,1273.823445638021,1068.5332845052085
2017-02-26,1144.27001953125,1167.469970703125,1130.199951171875,1165.199951171875,116486000,1147.7599690755208,1170.929972330729,1120.669962565104,1198.0199788411458,1097.4999593098958,1221.189982096354,1070.409952799479
2017-02-27,1163.780029296875,1181.97998046875,1163.3800048828125,1179.969970703125,131570000,1154.2899576822917,1178.3799641927085,1141.1099446614585,1191.5599772135417,1117.0199381510417,1215.6499837239585,1103.8399251302085
2017-02-28,1180.719970703125,1193.25,1171.8199462890625,1179.969970703125,184956000,1175.1099853515625,1186.8399658203125,1168.239990234375,1193.7099609375,1156.510009765625,1205.43994140625,1149.6400146484375
2017-03-01,1180.0400390625,1222.5,1179.68994140625,1222.5,229056992,1181.6799723307292,1191.539998372396,1170.1099446614585,1203.1100260416667,1160.2499186197917,1212.9700520833335,1148.679890950521
2017-03-02,1224.6800537109375,1262.1300048828125,1215.6199951171875,1251.010009765625,368275008,1208.22998046875,1236.77001953125,1193.9599609375,1251.0400390625,1165.419921875,1279.580078125,1151.14990234375
2017-03-03,1250.7099609375,1280.31005859375,1250.7099609375,1274.989990234375,315739008,1242.9200032552083,1270.220011393229,1223.710001627604,1289.4300130208333,1196.4099934895833,1316.730021158854,1177.199991861979
2017-03-04,1277.4300537109375,1279.4000244140625,1230.510009765625,1255.1500244140625,183270000,1268.6700032552083,1286.6300455729165,1257.0299479166665,1298.2701009114583,1239.0699055989583,1316.2301432291665,1227.4298502604165
2017-03-05,1254.2900390625,1267.2900390625,1238.06005859375,1267.1199951171875,134127000,1255.02001953125,1279.530029296875,1230.6400146484375,1303.9100341796875,1206.1300048828125,1328.4200439453125,1181.75
2017-03-06,1267.469970703125,1276.0,1264.5999755859375,1272.8299560546875,153656992,1257.4900309244792,1276.9200032552085,1247.6900227864585,1286.7200113932292,1228.2600504557292,1306.1499837239585,1218.4600423177085
2017-03-07,1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,291256000,1271.143310546875,1277.6866455078125,1266.28662109375,1282.5433349609375,1259.7432861328125,1289.086669921875,1254.8865966796875
2017-03-08,1223.22998046875,1232.1600341796875,1148.0799560546875,1150.0,332603008,1234.6300455729167,1264.4600423177085,1193.7100423177085,1305.3800455729167,1163.8800455729167,1335.2100423177085,1122.9600423177085
2017-03-09,1150.3499755859375,1197.4599609375,1141.22998046875,1188.489990234375,212283008,1176.7466634114583,1205.413370768229,1121.333292643229,1260.8267415364583,1092.6665852864583,1289.493448893229,1037.253214518229
2017-03-10,1189.3599853515625,1270.469970703125,1077.25,1116.719970703125,563795968,1175.7266438802083,1210.2233072916665,1153.9933268229165,1231.9566243489583,1119.4966634114583,1266.4532877604165,1097.7633463541665
2017-03-11,1116.3199462890625,1193.8299560546875,1116.3199462890625,1175.8299560546875,283320000,1154.8133138020833,1232.3766276041665,1039.1566569010415,1348.0332845052083,961.5933430989583,1425.5965983072915,845.9366861979165
2017-03-12,1176.6199951171875,1226.97998046875,1175.3599853515625,1221.3800048828125,227176000,1161.9932861328125,1207.6666259765625,1130.1566162109375,1239.5032958984375,1084.4832763671875,1285.1766357421875,1052.6466064453125
2017-03-13,1221.780029296875,1237.3699951171875,1217.030029296875,1231.9200439453125,380276992,1207.9066569010417,1240.453328450521,1188.8333333333335,1259.5266520182292,1156.2866617838542,1292.0733235677085,1137.213338216146
2017-03-14,1232.1600341796875,1244.81005859375,1220.719970703125,1240.0,245306000,1228.7733561197917,1240.5166829427085,1220.176717122396,1249.1133219401042,1208.4333902994792,1260.856648763021,1199.8367513020835
2017-03-15,1240.1600341796875,1251.6099853515625,1239.75,1249.6099853515625,297804992,1235.1766764322917,1249.6333821614585,1225.5432942708335,1259.2667643229167,1211.0865885416667,1273.7234700520835,1201.4532063802085
2017-03-16,1251.3299560546875,1257.97998046875,1152.43994140625,1187.81005859375,638568000,1246.989990234375,1254.22998046875,1242.3699951171875,1258.8499755859375,1235.1300048828125,1266.0899658203125,1230.510009765625
2017-03-17,1180.1600341796875,1180.1600341796875,1099.5699462890625,1100.22998046875,706598976,1199.4099934895833,1246.3800455729165,1140.8400065104165,1304.9500325520833,1093.8699544270833,1351.9200846354165,1035.2999674479165
2017-03-18,1099.68994140625,1114.0699462890625,957.655029296875,973.8179931640624,621302016,1126.6533203125,1153.7366943359375,1073.1466064453125,1207.243408203125,1046.063232421875,1234.3267822265625,992.5565185546875
2017-03-19,976.72998046875,1069.9100341796875,976.72998046875,1036.739990234375,406648000,1015.1809895833334,1072.7069498697917,916.2920328776042,1171.595906575521,858.7660725911459,1229.1218668619792,759.8771158854167
2017-03-20,1037.239990234375,1063.030029296875,1036.6800537109375,1054.22998046875,286529984,1027.7933349609375,1078.856689453125,985.6766357421875,1120.973388671875,934.61328125,1172.0367431640625,892.49658203125
2017-03-21,1055.3599853515625,1122.4300537109375,1055.3599853515625,1120.5400390625,337391008,1051.3133544921875,1065.9466552734375,1039.5966796875,1077.663330078125,1024.96337890625,1092.296630859375,1013.2467041015625
2017-03-22,1120.6500244140625,1120.6500244140625,1014.2100219726562,1049.1400146484375,380840992,1099.443359375,1143.5267333984375,1076.4566650390625,1166.513427734375,1032.373291015625,1210.5968017578125,1009.3865966796875
2017-03-23,1050.050048828125,1058.010009765625,1028.9300537109375,1038.5899658203125,248540000,1061.3333536783855,1108.4566853841147,1002.0166829427085,1167.7733561197917,954.8933512369792,1214.896687825521,895.5766805013022
2017-03-24,1038.449951171875,1040.469970703125,934.3579711914062,937.52001953125,491038016,1041.8433430989583,1054.756632486979,1025.6766764322915,1070.9232991536458,1012.7633870442708,1083.8365885416665,996.596720377604
2017-03-25,936.5399780273438,975.760986328125,903.7130126953124,972.7789916992188,435803008,970.7826538085938,1007.2073364257812,901.0953369140625,1076.8946533203125,864.670654296875,1113.3193359375,794.9833374023438
2017-03-26,974.0150146484376,1007.9600219726562,954.1859741210938,966.7249755859376,303668000,950.7509969075521,997.7889811197919,925.7410074869792,1022.7989705403647,878.7030232747395,1069.8369547526045,853.6930338541666
2017-03-27,972.0549926757812,1046.4000244140625,971.9840087890624,1045.77001953125,372535008,976.2903238932291,998.3946736653645,944.620625813802,1030.0643717447915,922.5162760416666,1052.168721516927,890.8465779622395
2017-03-28,1044.5799560546875,1064.6500244140625,1027.72998046875,1047.1500244140625,326332000,1021.3846842447916,1070.785359700521,996.3693440755208,1095.8006998697917,946.9686686197915,1145.201375325521,921.9533284505206
2017-03-29,1046.0799560546875,1055.1300048828125,1015.8800048828124,1039.969970703125,298457984,1046.510009765625,1065.2900390625,1028.3699951171875,1083.4300537109375,1009.5899658203125,1102.2100830078125,991.449951171875
2017-03-30,1042.2099609375,1049.2900390625,1020.0399780273438,1026.4300537109375,352968992,1036.9933268229167,1058.106648763021,1018.856648763021,1076.243326822917,997.7433268229166,1097.3566487630212,979.6066487630209
2017-03-31,1026.6400146484375,1074.9200439453125,1026.6400146484375,1071.7900390625,447287008,1031.9200236002605,1043.8000691731772,1014.550008138021,1061.1700846354167,1002.6699625651042,1073.0501302083335,985.2999471028647
2017-04-01,1071.7099609375,1091.719970703125,1061.0899658203125,1080.5,289633984,1057.7833658854167,1088.926717122396,1040.646687825521,1106.0633951822917,1009.5033365885417,1137.206746419271,992.366658528646
2017-04-02,1080.6099853515625,1107.5899658203125,1075.449951171875,1102.1700439453125,514187008,1077.7699788411458,1094.449991861979,1063.8199869791665,1108.3999837239583,1047.1399739583333,1125.0799967447915,1033.189982096354
2017-04-03,1102.949951171875,1151.739990234375,1102.949951171875,1143.81005859375,580444032,1095.0699869791667,1114.6900227864585,1082.550008138021,1127.2100016276042,1062.9299723307292,1146.830037434896,1050.4099934895835
2017-04-04,1145.52001953125,1156.43994140625,1120.52001953125,1133.25,436310016,1132.8333333333333,1162.7167154947915,1113.9266764322915,1181.6233723958333,1084.0432942708333,1211.5067545572915,1065.1366373697915
2017-04-05,1134.1400146484375,1135.0899658203125,1113.6300048828125,1124.780029296875,414784000,1136.7366536458333,1152.9532877604165,1117.0333658854165,1172.6565755208333,1100.8167317708333,1188.8732096354165,1081.1134440104165
2017-04-06,1125.81005859375,1188.3699951171875,1125.81005859375,1182.6800537109375,511222016,1124.5,1135.3699951171875,1113.9100341796875,1145.9599609375,1103.0400390625,1156.8299560546875,1092.4500732421875
2017-04-07,1178.93994140625,1186.5799560546875,1163.3900146484375,1176.9000244140625,317022016,1165.6200358072917,1205.4300130208335,1142.870076497396,1228.1799723307292,1103.0600992838542,1267.989949544271,1080.3101399739585
2017-04-08,1172.6500244140625,1184.97998046875,1162.5799560546875,1175.949951171875,209312000,1175.6233317057292,1187.856648763021,1164.666707356771,1198.8132731119792,1152.4333902994792,1211.046590169271,1141.476765950521
2017-04-09,1176.5699462890625,1197.2099609375,1171.8599853515625,1187.8699951171875,242343008,1174.5032958984375,1186.4266357421875,1164.026611328125,1196.9033203125,1152.103271484375,1208.82666015625,1141.6265869140625
2017-04-10,1187.300048828125,1190.3399658203125,1179.0400390625,1187.1300048828125,215883008,1185.6466471354167,1199.433308919271,1174.0833333333335,1210.9966227213542,1160.2966715494792,1224.7832845052085,1148.733357747396
2017-04-11,1187.4599609375,1208.0699462890625,1187.4599609375,1205.010009765625,216182000,1185.5033365885417,1191.9666341145835,1180.666707356771,1196.8032633463542,1174.2034098307292,1203.266560872396,1169.3667805989585
2017-04-12,1204.81005859375,1207.1400146484375,1196.760009765625,1200.3699951171875,288702016,1200.1799723307292,1212.8999837239585,1192.289998372396,1220.7899576822917,1179.5699869791667,1233.509969075521,1171.6800130208335
2017-04-13,1201.02001953125,1205.8900146484375,1156.43994140625,1169.280029296875,351968992,1201.42333984375,1206.086669921875,1195.7066650390625,1211.8033447265625,1191.0433349609375,1216.4666748046875,1185.32666015625
2017-04-14,1170.3299560546875,1190.800048828125,1159.7900390625,1167.5400390625,254827008,1177.2033284505208,1197.9667154947915,1148.516642252604,1226.6534016927083,1127.7532552083333,1247.416788736979,1099.0665690104165
2017-04-15,1167.300048828125,1188.0,1164.9599609375,1172.52001953125,203559008,1172.7100423177083,1185.6300455729165,1154.6200358072915,1203.7200520833333,1141.7000325520833,1216.6400553385415,1123.6100260416665
2017-04-16,1172.6099853515625,1187.219970703125,1172.6099853515625,1182.93994140625,183231008,1175.1599934895833,1185.3600260416665,1162.3199869791665,1198.2000325520833,1152.1199544270833,1208.4000651041665,1139.2799479166665
2017-04-17,1183.25,1194.9000244140625,1172.6500244140625,1193.9100341796875,253206000,1180.9232991536458,1189.236612955729,1174.6266276041665,1195.5332845052083,1166.3133138020833,1203.8465983072915,1160.016642252604
2017-04-18,1193.77001953125,1217.5699462890625,1193.77001953125,1211.6700439453125,270524000,1187.1533610026042,1201.656697591146,1179.406697591146,1209.4033610026042,1164.9033610026042,1223.906697591146,1157.156697591146
2017-04-19,1212.1300048828125,1215.510009765625,1205.0799560546875,1210.2900390625,288060992,1207.6700032552083,1221.5699869791665,1197.770060221354,1231.4699300130208,1183.8700764973958,1245.369913736979,1173.9701334635415
2017-04-20,1211.0799560546875,1240.7900390625,1208.4100341796875,1229.0799560546875,315108000,1210.2933349609375,1215.5067138671875,1205.07666015625,1220.723388671875,1199.86328125,1225.936767578125,1194.6466064453125
2017-04-21,1229.4200439453125,1235.93994140625,1215.56005859375,1222.050048828125,272167008,1226.0933430989583,1243.776652018229,1211.3966471354165,1258.4733479817708,1193.7133382161458,1276.1566569010415,1179.016642252604
2017-04-22,1222.7099609375,1235.56005859375,1208.469970703125,1231.7099609375,249320000,1224.5166829427083,1233.4733072916665,1213.0934244791665,1244.8965657552083,1204.1368001302083,1253.8531901041665,1192.7135416666665
2017-04-23,1231.9200439453125,1232.199951171875,1203.93994140625,1207.2099609375,258951008,1225.2466634114583,1242.0233561197915,1214.9332682291665,1252.3367513020833,1198.1565755208333,1269.1134440104165,1187.8431803385415
2017-04-24,1209.6300048828125,1250.93994140625,1209.6300048828125,1250.1500244140625,235806000,1214.449951171875,1224.9599609375,1196.699951171875,1242.7099609375,1186.18994140625,1253.219970703125,1168.43994140625
2017-04-25,1250.449951171875,1267.5799560546875,1249.969970703125,1265.489990234375,242556000,1236.9066569010417,1264.183308919271,1222.8733723958335,1278.2165934244792,1195.5967203776042,1305.4932454427085,1181.563435872396
2017-04-26,1265.989990234375,1294.8299560546875,1265.9300537109375,1281.0799560546875,329631008,1261.0133056640625,1272.056640625,1254.4466552734375,1278.623291015625,1243.4033203125,1289.6666259765625,1236.836669921875
2017-04-27,1281.8800048828125,1319.699951171875,1281.300048828125,1317.72998046875,449196992,1280.6133219401042,1295.296590169271,1266.396687825521,1309.5132242838542,1251.7134195963542,1324.196492513021,1237.496785481771
2017-04-28,1317.739990234375,1331.280029296875,1292.3699951171875,1316.47998046875,527488992,1306.2433268229167,1331.1866048177085,1292.7867024739585,1344.6432291666667,1267.8434244791667,1369.5865071614585,1254.3868001302085
2017-04-29,1317.8399658203125,1327.199951171875,1315.2099609375,1321.7900390625,422705984,1313.3766682942708,1334.383341471354,1295.4733072916665,1352.2867024739583,1274.4666341145833,1373.2933756510415,1256.563273111979
2017-04-30,1321.8699951171875,1347.9100341796875,1314.9200439453125,1347.8900146484375,413115008,1321.3999837239583,1327.5900065104165,1315.6000162760415,1333.3899739583333,1309.4099934895833,1339.5799967447915,1303.6100260416665
2017-05-01,1348.300048828125,1434.3199462890625,1348.300048828125,1421.5999755859375,713624000,1336.9066975911458,1358.893351236979,1325.903361002604,1369.8966878255208,1303.9167073567708,1391.883341471354,1292.913370768229
2017-05-02,1421.030029296875,1473.9000244140625,1415.68994140625,1452.8199462890625,477337984,1401.4066569010417,1454.5132649739585,1368.493367513021,1487.4265543619792,1315.3867594401042,1540.533162434896,1282.4734700520835
2017-05-03,1453.780029296875,1492.77001953125,1447.489990234375,1490.0899658203125,583795968,1447.469970703125,1479.25,1421.0399169921875,1505.6800537109375,1389.2598876953125,1537.4600830078125,1362.829833984375
2017-05-04,1490.719970703125,1608.9100341796875,1490.719970703125,1537.6700439453125,933548992,1476.7833251953125,1506.07666015625,1460.796630859375,1522.0633544921875,1431.5032958984375,1551.356689453125,1415.5166015625
2017-05-05,1540.8699951171875,1618.030029296875,1530.31005859375,1555.449951171875,946035968,1545.7666829427083,1600.8133951822915,1482.623331705729,1663.9567464192708,1427.5766194661458,1719.003458658854,1364.4332682291665
2017-05-06,1556.81005859375,1578.800048828125,1542.5,1578.800048828125,582529984,1567.9300130208333,1605.5499674479165,1517.8299967447915,1655.6499837239583,1480.2100423177083,1693.2699381510415,1430.1100260416665
2017-05-07,1579.469970703125,1596.719970703125,1559.760009765625,1596.7099609375,1080029952,1566.7000325520833,1590.9000651041665,1554.6000162760415,1603.0000813802083,1530.3999837239583,1627.2001139322915,1518.2999674479165
2017-05-08,1596.9200439453125,1723.3499755859375,1596.9200439453125,1723.3499755859375,1340320000,1584.3966471354167,1609.0332845052085,1572.0733235677085,1621.3566080729167,1547.4366861979167,1645.9932454427085,1535.1133626302085
2017-05-09,1723.8900146484375,1833.489990234375,1716.300048828125,1755.3599853515625,1167920000,1681.2066650390625,1765.4932861328125,1639.0633544921875,1807.6365966796875,1554.7767333984375,1891.9232177734375,1512.6334228515625
2017-05-10,1756.52001953125,1788.43994140625,1719.0999755859375,1787.1300048828125,915723008,1768.3833414713542,1820.4666341145835,1703.2766927083335,1885.5732828776042,1651.1934000651042,1937.6565755208335,1586.0867513020835
2017-05-11,1780.3699951171875,1873.9300537109373,1755.3499755859375,1848.5699462890625,799489984,1764.8899739583333,1810.679972330729,1741.3400065104165,1834.2299397786458,1695.5500081380208,1880.0199381510415,1672.000040690104
2017-05-12,1845.760009765625,1856.1500244140625,1694.010009765625,1724.239990234375,740984000,1825.9499918619792,1896.550008138021,1777.9699300130212,1944.530069986979,1707.3699137369795,2015.1300862630208,1659.3898518880214
2017-05-13,1723.1199951171875,1812.989990234375,1651.0799560546875,1804.9100341796875,579635008,1758.1333414713542,1822.2566731770835,1660.116658528646,1920.2733561197917,1595.9933268229167,1984.396687825521,1497.9766438802085
2017-05-14,1800.8599853515625,1831.4200439453125,1776.6199951171875,1808.9100341796875,437196000,1756.32666015625,1861.5733642578125,1699.663330078125,1918.2366943359375,1594.4166259765625,2023.4833984375,1537.7532958984375
2017-05-15,1808.43994140625,1812.800048828125,1708.5400390625,1738.4300537109375,731529024,1805.6500244140625,1834.6800537109375,1779.8800048828125,1860.4500732421875,1750.8499755859375,1889.4801025390625,1725.0799560546875
